FAR,46.9195,-96.8243
FAT,36.7675,-119.717
FAY,34.9914,-78.8889
FCA,48.3075,-114.252
FKL,41.3766,-79.8573
FLG,35.139,-111.675
FLL,26.0722,-80.1354
FLO,34.1936,-79.7289
FMN,36.7387,-108.227
FMY,26.5815,-81.862
FNL,40.4505,-105.008
FNT,42.9756,-83.7411
FOD,42.5523,-94.1819
FRD,48.5252,-123.027
FSD,43.5813,-96.7317
FSM,36.1881,-94.4944
FWA,40.9883,-85.1899
FYU,66.5714,-145.25
GAL,64.7404,-156.931
GAM,63.7667,-171.738
GBD,38.352,-98.853
GCC,44.3465,-105.533
GCK,37.9267,-100.719
GEG,47.625,-117.538
GFK,47.9494,-97.1762
GGG,32.3874,-94.7194
GJT,39.1217,-108.529
GLH,33.4819,-90.9903
GLV,64.5433,-163.033
GNU,59.1218,-161.588
GNV,29.6861,-82.277
GPT,30.4133,-89.072
GRB,44.4923,-88.1274
GRK,31.0615,-97.8206
GRR,42.8841,-85.5307
GSO,36.1038,-79.9427
GSP,34.8907,-82.2167
GST,58.4246,-135.707
GTF,47.482,-111.356
GTR,33.4516,-88.5876
GUC,38.5356,-106.941
GUM,13.4833,144.796
HAE,36.2306,-112.669
HCR,62.2016,-159.77
HDN,40.485,-107.219
HHH,32.2267,-80.6989
HIB,47.3934,-92.8418
HKB,63.8667,-148.967
HLN,46.6104,-111.99
HNH,58.0966,-135.41
HNL,21.3358,-157.919
HNM,20.7944,-156.015
HNS,59.2439,-135.524
HOB,32.6929,-103.215
HOM,59.6408,-151.499
HON,44.3833,-98.2333
HOU,29.6572,-95.2795
HPB,61.5262,-166.142
HPN,41.0693,-73.7042
HRL,26.2216,-97.663
HSL,65.7024,-156.387
HSV,34.6492,-86.7767
HTS,38.37,-82.5542
HUS,66.0443,-154.258
HVN,41.2709,-72.89
HVR,48.5461,-109.773
HYA,41.6667,-70.2863
HYG,55.205,-132.822
HYL,55.4833,-132.65
HYS,38.8546,-99.2737
IAD,38.9556,-77.4484
IAG,43.1,-78.9423
IAH,29.9784,-95.3424
IAN,66.9699,-160.429
ICT,37.6531,-97.43
IDA,43.5147,-112.068
IFP,35.1657,-114.557
IGG,59.3167,-155.9
IGM,35.2692,-113.957
IKO,52.9389,-168.868
ILI,59.7555,-154.918
ILM,34.2668,-77.912
ILN,39.4348,-83.7982
IMT,45.8153,-88.1185
IND,39.7322,-86.2707
INL,48.5661,-93.3978
INT,36.1361,-80.2294
IPL,32.8332,-115.57
IPT,41.2441,-76.9276
IRC,65.8245,-144.063
IRM,45.3517,-89.6665
ISN,48.1767,-103.631
ISO,35.3243,-77.6115
ISP,40.7891,-73.0984
ITH,42.4898,-76.4627
ITO,19.7126,-155.042
IWD,46.5208,-90.1344
IYK,35.6606,-117.816
JAC,43.6034,-110.736
JAN,32.3089,-90.0733
JAX,30.4914,-81.676
JEF,38.593,-92.1652
JFK,40.6437,-73.79
JGC,35.9621,-112.133
JHM,20.9619,-156.676
JHW,42.1528,-79.2666
JKL,37.5917,-83.315
JLN,37.147,-94.5019
JMS,46.9243,-98.6788
JNU,58.3598,-134.583
JRB,40.7039,-74.0129
JST,40.3208,-78.8306
KAL,64.3248,-158.725
KBC,66.2667,-145.8
KCC,56.014,-132.826
KCG,56.3173,-158.596
KCL,56.3065,-158.537
KCQ,56.3119,-158.362
KEB,41.0833,-92.4583
KEK,59.3516,-157.48
KFP,54.85,-163.417
KGK,59.7266,-157.26
KGX,62.9053,-160.067
KKA,64.9311,-161.16
KKB,58.1869,-152.375
KKH,62.8903,-149.054
KKI,60.9057,-161.424
KKU,58.8167,-158.55
KLG,61.5382,-160.314
KLL,59.1126,-156.856
KLN,57.5383,-153.98
KLW,55.5743,-133.064
KMC,57.1333,-153.2
KMO,58.9817,-159.058
KMY,57,-154.167
KNK,59.4333,-154.85
KNW,59.4513,-157.317
KOA,19.7334,-156.039
KOT,63.0328,-163.554
KOY,47.902,-112.265
KOZ,62.8903,-149.054
KPB,56.3502,-133.622
KPC,65.2544,-166.856
KPN,59.9371,-164.041
KPR,58.4833,-152.583
KPV,55.9122,-159.154
KPY,58.743,-154.96
KQA,54.1271,-165.889
KSM,62.0503,-163.179
KTB,55.6833,-132.529
